synthesizer,seed,n_active,outcome_noise_probability,configuration,coverage,width,feasible,n_candidates,n_rounds,false_certainty,mean_compatible_states,full_coverage,full_width,coverage_change,width_change,coverage_improved,coverage_worsened
external_ordinal,20262716,,,external_without_save,0.19166666666666668,0.8187896825396825,1.0,7.0,3.0,0.8083333333333333,404.3861111111111,1.0,0.8567526455026455,-0.8083333333333333,-0.037962962962962976,False,True
external_ordinal,20263716,,,external_without_save,0.24166666666666667,0.8174338624338624,1.0,7.0,3.0,0.7583333333333333,413.5222222222222,1.0,0.8631746031746032,-0.7583333333333333,-0.04574074074074075,False,True
external_ordinal,20264716,,,external_without_save,0.175,0.8273148148148148,1.0,7.0,3.0,0.825,413.5305555555555,1.0,0.8675925925925926,-0.825,-0.040277777777777746,False,True
external_ordinal,20265716,,,external_without_save,0.23333333333333334,0.8216468253968254,1.0,7.0,3.0,0.7666666666666667,419.6722222222222,1.0,0.8639616402116402,-0.7666666666666666,-0.042314814814814805,False,True
external_ordinal,20266716,,,external_without_save,0.23333333333333334,0.8256547619047618,1.0,7.0,3.0,0.7666666666666667,400.4166666666667,1.0,0.8632473544973546,-0.7666666666666666,-0.03759259259259273,False,True
external_ordinal,20267716,,,external_without_save,0.15833333333333333,0.8248015873015874,1.0,7.0,3.0,0.8416666666666667,411.075,1.0,0.8643386243386243,-0.8416666666666667,-0.039537037037036926,False,True
external_ordinal,20268716,,,external_without_save,0.275,0.8154431216931217,1.0,7.0,3.0,0.725,390.41111111111115,1.0,0.8560912698412699,-0.725,-0.04064814814814821,False,True
external_ordinal,20269716,,,external_without_save,0.23333333333333334,0.8138095238095239,1.0,7.0,3.0,0.7666666666666667,407.0305555555555,1.0,0.8571428571428572,-0.7666666666666666,-0.043333333333333335,False,True
external_ordinal,20270716,,,external_without_save,0.2,0.8193584656084656,1.0,7.0,3.0,0.8,408.6972222222222,1.0,0.8641732804232805,-0.8,-0.04481481481481486,False,True
external_ordinal,20271716,,,external_without_save,0.25,0.8211243386243386,1.0,7.0,3.0,0.75,409.3666666666667,1.0,0.8601058201058202,-0.75,-0.038981481481481506,False,True
